"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Colombia","COL","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","13000000","13038740.16","15199939.73","14305560.11","14431679.73","16998100.28","19626840.59","21015359.88","16000000","20000000","39045898.44","53062198.64","35328319.55","48000000","72000000","98000000","31000000","32000000","14000000","17000000","44000000","105000000","79200000","84900000","145656797.585055","149887650.510278","140224314.462013","112029278.906265","151320537.801104","246709450.020442","219135624.617598","204463328.500504","157548258.665447","64952909.2023087","50532704.1705144","56161403.6064596","65526905.959713","95056912.5186479","88291702.7656574","124475460.916341","151325691.915413","222951899.993537","246242647.170108","277970422.008756","399081655.550903","333683053.24138","258624566.969654","291727376.352561","312663936.083913","348172705.450734","259399251.533526",
"Comoros","COM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","1519326.925","743387.2819","4771708.488","3994092.226","5119544.029","4908080.101","6785965.443","5922790.527","4263952.732","5231883.049","4433221.92782664","6366434.7211917","11035569.4596917","5360923.27677303","6047087.24737557","3504675.14480483","","","","","","","","211531.662549895","316052.809508936","399551.114956253","408351.587608549","455741.676595035","667084.686884503","594296.471307009","786611.698547614","895331.097284213","826399.590760189","","981694.179520927","1061490.51407098","920601.507883415","1929145.87447999","4708655.66784422","4660667.55337714","",
"Cabo Verde","CPV","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","1080542.684","1430881.262","2284386.158","1798325.777","1830323.56944987","3049644.06581865","4717897.70047206","3668562.51135611","2745972.78897719","5165683.55308813","3480262.69057659","5237470.03899402","412552.438672325","473036.778588945","479393.645007688","282770.063507953","1521438.77173392","7190099.31363358","11977563.1165539","5170967.04875081","5718482.32634398","6022910.78238546","10007579.5039821","11724051.281501","7962675.69111659","8626301.03167873","9824627.35988005","9847113.92319058","11394438.8095345","14207581.3249194","36460830.9082515","44233167.2347701","41446367.9123452","38018558.8217987","37820462.7109639",
"Costa Rica","CRI","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","500000","600000.0238","600000.0238","699999.9881","699999.9881","800000.0119","800000.0119","","","","","","","7100000","35500000","46020000","67180000","92950000","122453548.571892","142395232.108232","140491791.450902","147801110.668911","192016734","191548234.4","209029050","246343429.361726","271414281.377367","268618171.99","238598200","259382912","290543358.308025","346035432.757602","402604637.039986","419222829.171868","407784045.230191","416129213.480398","468504811.363687","506693451.581134","530421226.287551","",
"Caribbean small states","CSS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","550000.0119","354452.5802","416388.8991","816651.2847","438333.5412","12148509.7405","75546683.8895","90225002.6462","104158333.1862","98008334.16","130816667.4911","140026666.8779","149508333.4969","159013889.7866","179867595.4448","170297544.118","146685186.6879","147931481.957","137920282.365","129237909.9759","93659258.8782593","98302324.1729521","85873667.0448584","93717242.7740803","106196082.54572","129886984.205335","168517592.687593","175337037.085037","204225925.877926","232011383.807259","280083877.185519","313592417.999895","428928856.188806","521575641.539118","610251162.170597","595454230.544196","584027391.812868","653684824.866478","596839358.811809","500125918.201161","571859154.759609","866282368.504798","992975107.760114","911246497.110502","1085302431.25949","1190139760.70191","1321595178.99532","1408730927.28489","1332160829.70868","1039747235.20724","277577718.735984",
"Cuba","CUB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132882681.564246","135195530.726257","117022346.368715","121039106.145251","130206703.910614","127391061.452514","141776536.312849","140586368.173184","130951692.748603","",
"Cayman Islands","CYM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","371197417.729328","395035319.864718","449068951.138823","501070778.204923","",
"Cyprus","CYP","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","4141334.534","3430350.304","4551386.356","7053303.242","9063828.468","7355894.089","7783150.673","6645896.435","5608564.377","6203551.769","6947887.897","7275046.349","10929457.66","9704322.815","12006638.5796219","18302063.7191731","23801654.3632752","24527288.4512994","33726744.292358","47522196.3653992","53612260.0516286","50593763.2159991","52141108.6454947","52491238.7978401","48199808.1272749","79289844.7603301","107041595.185483","183919804.153199","213442842.732329","240674536.458146","239604656.82761","304677150.692507","813997187.726079","694826332.881716","951993213.506516","895418596.89602","759751776.380056","742261795.064374","790206517.419465","634530436.653702","689854494.16796","772338202.556226","862266675.436301","834505571.409854","844976495.524529",
"Czech Republic","CZE","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6249997.70491002","55021463.7184161","100448819.351355","302117151.805253","340025608.380544","738860367.055002","633766009.966314","602866677.905444","711113468.382639","892550709.343225","1099906217.61626","799488099.948019","1340706459.85356","1677693601.20957","2295809309.74455","2586100789.09275","2044602212.03787","1496982252.67054","1522137850.14904","1334625944.42687","1079198620.08455","1523333418.51867","1376392339.35458","1658604748.22938","2055510447.8687","2786200090.44714","3447070354.47763","3264848987.76989",
"Germany","DEU","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","2237634277","2722813721","3690343262","4016875000","4095520996","4173704102","4255071289","5183325684","5725612305","5818916016","4791845703","4480540527","4289452148","4038365234","3598019287","4636389160","5534590820","5871227051","5482565430","6542014537.01934","6600992157.63076","8222439487.03941","8176367234.09498","8870751240.83108","10891204294.8411","10518755114.7921","9473507979.14144","9108082670.55018","10088645451.1654","8662856855.46852","9184539370.74823","10126521386.5748","11566286326.8232","12607398368.3622","12705661655.8716","12705044233.7902","14079161786.5641","15236463878.8765","15336343939.8167","14682106066.3781","16125581285.6331","15581428609.4727","19976705774.6346","20084390151.7533","18248805576.3985","19348107339.6236","21699115805.257","24351171161.2546","23935924316.6126","22024495026.4746",
"Djibouti","DJI","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","365741.808790182","1356058.09105283","1496728.01751059","1761187.47925119","1778067.87042612","1688039.11749315","4839045.47014703","4670241.55839771","4670241.55839771","4726509.52898082","4698375.54368927","5120385.32306255","5789974.1730015","11619335.9254112","12857231.2782395","12407087.5135747","","","","","","","","",
"Dominica","DMA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","4370370.388","1962962.985","1814814.806","2099999.905","162962.962962963","200000","122222.222222222","18518.5185185185","444444.444444444","151851.851851852","62962.962962963","122222.222222222","7407.40740740741","7407.40740740741","11111.1111111111","6666.66666666667","6233.33333333333","6296.2962962963","6629.62962962963","7144.44444444444","7429.62962962963","7896.2962962963","8055.55555555555","8085.18518518518","8016.2962962963","8038.88888888889","1616552.22222222","1701588.88888889","24823246.3037037","24812587.5851852","21161683.9740741","20317892.4577778","10301319.7192606","","",
"Denmark","DNK","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160463688.967597","159680759.438125","199781243.551762","209079803.739517","289415405.3","369750992.170069","346425669.598855","693794224.16738","661957528.919489","744817219.691741","860117577.774048","1029285318.11918","1226177451.26224","1511602740.97652","1775307874.50453","3053890214.58064","4024581053.37385","3390969583.92641","2833342704.0011","3148221907.69429","2979397706.78695","3058995226.44079","3171598140.13358","2781262009.25143","2914430190.47191","3140591942.30792","3392887295.12401","3312202760.07637","3327047669.9775",
"Dominican Republic","DOM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10200000","7400000","7000000","8900000","7600000","18500000","17800000","19300000","21700000","22500000","22900000","23900000","24700000","26600000","28200000","34500000","26900000","534000000","565500000","565200000","531100000","574800000","585000000","617100000","651400000","622700000","741100000","627000000",
"Algeria","DZA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","83920974.73","112963012.7","130798111","164692703.2","149682266.2","126301345.8","156824249.3","141269714.4","130872345","101439361.6","82272422.79","53256538.39","38377834.32","31481969.0371486","22032304.1215837","","","","","","","","","","","","","","26999999.9999988","35000000.0000016","48863732.651948","26782545.1641349","45702405.8364337","27971375.7452961","30901604.941008","44242618.9188504","38715810.1979153","295922112.14148","72128990.5929386","76633496.3215657","214378056.734394","87006383.2050524","81545364.5801963","",
"East Asia & Pacific (excluding high income)","EAP","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","42016.4354","48828.0915","214453.9356","4712150.6487","18192758.0615","43411784.2532","53271235.7732","73234311.8813","93737645.3927","108253594.6348","119863165.9183","155028169.0368","134708193.423","137879685.161","150898415.9484","165307990.5533","279558156.4611","376555694.7638","410172260.898","477723658.196125","305774797.52897","292340364.699802","347110343.88739","321567398.16635","1687146878.24348","1803119714.66037","2396307690.71225","3304387053.19803","1230355307.14667","1494433367.01888","1712259963.16958","5218160882.83978","5299276510.44378","8281579863.21112","9231459169.11809","9805728998.03059","11153046299.8944","12356818715.3184","15395314685.9076","17027968467.0356","18625170251.4864","19025952547.2476","20017775545.19","24187503406.7203","26476934562.6864","27269009202.4578","36852817180.784","39124543727.6537","41951272978.9521","40715218476.145",
"Early-demographic dividend","EAR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","334599899.3","587537658.6304","646651661.6415","935189091.4926","1240011441.3637","1692151618.9535","2221502659.2429","3947908025.2319","5882335517.7886","6874192771.4195","7932838862.5102","9615141354.3339","10233290908.7585","10324812543.4196","9522172384.4255","9084898334.9798","8629239227.1127","9028645958.0799","10738640143.6527","12888552506.811","15650237363.3211","17713065048.0809","18009671065.8141","20093869456.9595","22543267028.3609","21306587966.1394","20886296732.7456","20709188761.0958","20901906431.9418","20191567256.5566","23112950209.3017","23315827434.6835","23824714272.4189","23075347537.4534","23484074703.9428","24888507794.8593","27955355487.3921","30810194176.7166","40289905858.7037","44677518685.8549","49519826652.4446","51845551139.355","56120964968.9005","67032389158.0693","67006390009.6031","69020821789.5267","68105638473.0629","69175251663.2431","68313894308.2445","62298216178.0399","59763772552.7202",
"East Asia & Pacific","EAS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","66080009.46","84004090.7154","175469924.9115","271475074.0656","327298767.1487","340161996.3415","351610346.8332","492962863.2732","613105634.5813","711673497.4927","840537884.8948","950532382.0583","1011748822.5768","989538796.043","989252030.131","616597085.4484","665429633.5533","896060620.7911","1307378524.9638","2139769215.198","2454583257.75846","3724628412.86261","3798717568.68778","3791817906.62724","4040195591.92395","6493892578.03345","8957229535.5122","9691410094.50037","9261394406.32927","8272881930.27028","8947145434.55647","9923062000.13601","15625421371.9871","15952453668.8172","19364964944.2696","20500719334.7255","24539726906.8647","28147560237.8924","30760661712.3957","32362587164.3921","37411078630.7279","41861490940.6497","42301039596.2303","42049061349.634","48358525359.7421","48753797577.8636","53072822012.045","65640752601.7113","70061839947.6476","71670656212.7456","64357297438.7446",
