"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Liberia","LBR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","34999988.56","31999990.46","32999992.37","74999977.11","125999961.9","120899963.4","102399971","136199966.4","125899963.4","","","","","","","","","","","","","","","","","176171.405304633","193788.546686357","213167.291518149","255220.257436631","480663.4","1008165.60557515","300506670.220424","306604494.228533","434537277.791592","394922690.705867","364440780.575129","339788070.555399","357014804.500034","315532437.824568","339065011.927018","251179523.757957","",
"Libya","LBY","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","839720214.8","931934021","831613464.4","1052184448","1530813477","1574718018","2031730835","1240318481","858967834.5","489860687.3","466285003.7","496909698.5","471626220.7","445657364.329723","408936302.201816","394241440.862309","323947593.784757","282746809.680841","221932618.065439","271520289.988285","192029739.358015","207881338.679897","213017908.786864","463000000","683000000","786000000","676000000","975000000","914000000","945000000","762200000","964200000","1361000000","1609000000","650000000","1971000000","3199300000","1119700000","839800000","755800000","680200000","744200000","","",
"St. Lucia","LCA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","500000","1049999.952","1600000.024","1600000.024","3951851.845","3285185.099","4151851.654","3377777.815","4459259.25925926","1759259.25925926","","3037037.03703704","1851851.85185185","1888888.88888889","5811111.11111111","2266666.66666667","2329629.62962963","2592592.59259259","2592592.59259259","2777777.77777778","2777777.77777778","2777777.77777778","2777777.77777778","2992500","3118148.14814815","3242911.11111111","3343440.74074074","3235447.77777778","3331270.37037037","3359586.2962963","3289034.81481481","3328503.33333333","17431302.8352504","18735427.6396948","21837280.0148148","20981662.0444444","21747272.1069926","","",
"Latin America & Caribbean","LCN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","100550000.0119","98793192.8352","108896316.6791","129062211.4517","161270004.3112","320526611.0905","445313525.0565","556300360.3831","750618330.8402","697808337.221","1042322566.4521","1046308862.6839","1297076653.4117","629693888.6924","721647596.0709","752277545.0351","698051644.6253","716891481.3388","781050283.7695","964537910.1679","1073742862.55786","1180838642.89786","1338991886.60453","1430904788.95919","1457134461.69976","1150296896.88802","1371643258.0412","1339272274.394","1513878410.16187","1586237735.41211","2092839318.07113","2091364936.16816","1994880680.6553","1918024465.02962","2082421848.19776","2186223831.06577","2666267095.16429","3417283869.83962","4116573205.36248","4005936393.29987","5565220709.52347","6532341040.57084","6840257237.41213","8176149260.65557","8289709116.47931","8045977161.47335","8570409753.38285","10585468978.4376","10968140859.2063","10842807714.8889","6618063010.07798",
"Least developed countries: UN classification","LDC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","5400000.095","3279988.05","7940000.057","97286626.114","201596158.033","214153203.8457","242402538.589","351199919.566","500150818.7405","598328819.2841","540791514.5743","554905395.3666","558349101.1072","506912788.4898","593025940.2823","768375888.0796","738473803.1636","653036737.6338","672694587.4479","812046513.65531","813287573.361182","792406454.089582","745739837.690059","652506250.21355","727105285.311527","715489562.106822","725952699.222108","733058485.015838","1053024469.98377","1268952656.71443","1151337105.57292","1164795771.41136","1131685969.01149","1341900835.07713","1462111020.3197","1834789341.41801","2325530326.15738","2960944817.75347","3667877049.85443","4443464682.74509","4978058627.24833","6718740972.7496","7990967137.48724","8080831297.45414","6543456404.54091","5967770591.64646","5722556510.36411","6462423219.0471","5369571344.93903","2675563436.81496",
"Low income","LIC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","56446843.631","106293321.618","108540791.516","144922348.016","162035362.9251","227324204.1989","331208715.8303","307611540.1533","315740667.8021","346422177.3331","306567469.0643","335743697.7447","466990518.2933","459822512.3574","352667204.0849","339166360.0487","491968074.809803","502864812.027223","477892017.025185","450288295.327692","335696121.711266","254925721.472045","248138101.95555","259459416.4938","268395056.375825","572148779.653117","781004112.027962","700764513.194202","696519112.707824","616041356.319072","682196003.207125","738567547.149855","942681571.381523","1244142730.33479","1677483744.2885","2285127395.07283","3142024479.20539","3094486440.64181","2982031812.32019","3555544980.74472","3118399370.81296","3268341227.80271","2755277946.34584","2706300023.43085","3414554052.06092","3079393900.18794","1131448604.06285",
"Liechtenstein","LIE","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12638366.8558","12364707.5787","13253602.0822","13356026.3893","13507477.2648","14033983.3221","188270000","203680000","223690000","229550000","249350000","274200000","304550000","372900000","420300000","526140000","580970000","680120989.532162","854400005.909659","887060001.069286","896280000.215906","895080001.022999","944429997.978739","962280000","1090540000","",
"Lower middle income","LMC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","5400000.095","3279988.05","7940000.057","40839782.483","346098682.89","539195447.7627","945901465.4038","1349690022.0289","1782007461.0196","2231938640.9616","1808852738.348","1596203051.7785","1531663874.0551","1338623945.9451","1306619238.0228","1328957129.2444","1279049542.1715","1368376027.9069","1226932408.5894","1241073682.16743","1159879255.0857","1406888179.17198","1420001675.49284","1562663277.12292","1929112644.77419","1951781885.59352","1757645438.1594","1416900028.8946","1353574048.10354","1715410229.75771","2151659470.49398","2873073176.84602","3311929107.99481","4796480351.88537","5338633245.48761","6405856877.36466","7763717923.22377","10797965743.562","10591418911.8718","12593061812.1973","14052710672.8085","17876211582.0197","21692224052.0921","22565226655.1454","21571190678.3961","21359034899.2566","22186307137.3676","21947406272.0566","21632386497.1544","16123048430.1682",
"Low & middle income","LMY","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","249599899.3","302303083.3904","298043129.6715","446299400.1026","682589758.2927","1266433834.1125","1488646323.8333","2886243087.3611","3596688614.8953","4109668632.1482","5433943173.9357","5449756499.7325","5243798325.4204","5647947074.645","4595804414.3612","4051265488.5227","4030674061.2696","4164795929.6678","4308985488.5252","4140320988.7959","4360706293.0694","3857671266.3497","4052298951.31328","4146073978.77435","4353532522.45994","6215469092.93668","6577352544.67979","7300483802.85341","7950727087.37967","6034893231.41801","7494905935.10775","8989915753.18628","16274115237.6711","19732086935.8621","27007505785.2592","31672313137.3203","40238019162.2431","51641990954.8707","67805646171.8486","63054292164.9073","68373981158.397","75789288334.7069","88189336969.7524","100952563221.962","100408005188.668","85813588890.2312","80570417985.1434","97721246632.8396","104007511916.375","105350811123.709","82313033860.841",
"Lesotho","LSO","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75360114.4787387","60481623.8021945","56305054.4913177","55623932.9879484","34060380.4745","10318299.29","9554950.714","7967420.578","10110385.89","11025073.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Late-demographic dividend","LTE","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","13000000","13038740.16","15199939.73","14305560.11","129887490.255","692136061.171","835098292.4163","914495381.8302","1074600031.16","1103053828.8","1638235977.156","1767247079.063","2038573538.484","1954699031.7958","2294922140.7118","2465644463.164","2365249281.1549","2470654753.7439","2615300209.021","2763834749.7939","2369803255.59479","2038338040.75139","2705955546.76122","3477231566.37401","3973463190.09641","6028608305.3512","6239171482.29927","7082004093.32695","8193142647.55572","6090620093.98717","6860345755.15955","8396701828.58621","15612109581.4641","19028086616.5891","25233663454.1512","30263555326.4095","38508457606.8065","57266602526.6407","73442407387.5795","68518315133.4964","69817075414.884","89919829588.3961","99134369234.3551","110095098177.133","112780211872.758","98479520274.8595","94791036127.9025","112690275084.574","118063312538.328","121308853253.421","79083433691.8371",
"Lithuania","LTU","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90194.2741796212","593128.995141908","967500","33075000","58107500","63300000","46635000","38125000","29425000","31277059.8041281","41935040.1303832","280385149.043651","258897637.758596","426012938.663563","566889505.941796","652017790.013976","679864454.297506","552309227.591631","1026308575.16795","1134627104.38912","851747820.428808","904678078.817306","589066458.270401","583843381.169262","548041411.095036","616910983.746796","602061051.719428","365938903.917023",
"Luxembourg","LUX","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2214762939","2304241455","2219349121","2458588135","2694624183.39955","2719591402.98527","3138724319.20243","4070377007.69479","5068145922.84306","6037754948.52525","6742474551.29138","7626976008.07374","9367574108.35146","11042647564.1535","10758738695.7527","10658661179.0235","11775377476.6345","11340921188.7773","12198483701.8976","12868629933.8741","11189753228.4041","11648024870.9146","12669020728.8036","14115981195.6855","13736215432.8381","14202931094.3877",
"Latvia","LVA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224030","354000","2088000","1238000","2168000","4600000","7700000","7600000","131509462.697231","142426404.45215","3778528.24966252","4524124.96137934","8698274.20634922","17345243.7287578","25148128.4060026","41190568.8763958","791452698.982772","571395003.172671","314819934.776335","357550717.80303","337561104.537842","376424514.331245","292327330.703202","273065661.130805","233810559.591581","202640897.901453","238603497.115386","240536845.373377","173535906.237593",
"Macao SAR, China","MAC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95124956.9507434","93896939.9311789","132290260.202109","232536754.89645","441438338.134487","792459632.975615","1017705651.72488","768319249.522484","636508215.059942","773583528.178727","972686489.59598","1282686425.75146","1629715149.16061","1958975051.60707","2040346330.5814","2057916497.49233","2158543123.88171","2311491339.72035","",
"St. Martin (French part)","MAF","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","53300598.14","57701282.5","61287765.5","75359924.32","81813034.06","77477127.08","59161350.25","46322258","37967617.03","30758628.85","21167715.07","18782041.55","24045291.9","20830415.73","14255133.63","11404526.0196081","17343264.5536981","22605156.4352957","13980435.0980257","13039630.1526234","14753690.9353499","14112179.0112698","14904839.9444112","21760823.7322086","19685000.8877799","23198610.9945385","26568226.5067383","30315999.6067965","34149629.3549797","33536406.4588405","35071215.0530149","37889226.5436821","48909774.098901","54396669.3164239","60109315.8137111","62034092.0040387","70930587.4031317","64152932.1849944","63305944.1150824","100200862.561646","78799239.097824","106698413.017656","111635972.474162","138278344.991785","136433736.536389","151905882.607609",
"Monaco","MCO","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9520000","330000","5840000","19950000","21420000","24660000","29210000","39390000","36280000","43810000","41830000","46270000","56860000","71900000","92250000","86950000","115730000","79620000","92990000","93870000","147050000","154110000","141340000","144060000","165160000","179140000","206020000",
"Madagascar","MDG","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","20315429.69","37328739.17","34735359.19","26009574.89","27386940","26325582.5","31238351.82","23331947.33","20100885.39","12196561.81","10647845.27","14430678.37","16308345.79","11905949.59","13844011.31","13458584.79","17501628.5772927","9992590.0095894","9436864.0354799","6698775.85357793","8447069.83775007","11076905.7650312","13210213.1075354","15125069.0981579","13000334.7791422","11213004.9214047","11903986.429219","11415636.2512472","4714538.88561741","17924587.4","9001433.90000002","23162247.7263305","27214040.8760387","38241872.3026728","40562028.7821412","49537321.829382","58909226.1842598","54214198.6567716","63112378.1222045","55195669.6685189","49749228.9614248","57976274.8288676","47656921.8462246","63489593.2209007","74265373.8404899","63243733.9197814","",
"Maldives","MDV","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","200000.003","300000.0119","1299999.952","2000000","3400000.095","2000000","3043138.742","3665143.728","5871821.88","5999455.929","8219088","17141988","19300000","26811040","22463450","26774476.3541595","27462499","28145551.248","30808433.9468889","40881382.7288","46352243.9764647","49963192","50617855","55320628","61507567","69910462","83551366","188824500","218697300","190152900","189384561.876","239910120.148261","259861750.172047","265584668.805559","301426449.714464","348365189.165744","376235041.420934","475257899.963088","532373122.293351","596115719.228945","",
"Middle East & North Africa","MEA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","11000000","221466574.878","278001600.286","401804837.739","641568212.737","1379011899.427","1933646443.827","3510488523.549","5205132803.932","6067813771.771","7022070064.83","8869955867.336","9593281503.883","10143724180.84","9680289544.166","9649277910.58","8909832541.702","8969315901.467","10639997885.969","12749986102.984","14751236873.2442","16909681348.5708","17722774656.1954","20322232233.0943","22860608535.8331","22083350045.9232","21469152413.1104","21792642049.8496","22249149655.721","21619599494.472","23685546771.1826","23829254556.2682","26706969215.4678","27432205107.3209","27203861190.4111","28482736737.6213","32213234201.6172","39528808440.3491","50705517346.6818","58828477170.1198","59617810020.7323","73018049657.2494","79516076864.5465","91222270062.4593","92728394348.8994","91491294726.6245","90043352721.0003","88127314453.2779","87106733756.4348","80635976377.573","52847495954.0332",
"Mexico","MEX","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","11000000","19000000","7000000","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","866997321","1001831236","810619117","653519183","806222560","999848929","981248256","898705958",
"Marshall Islands","MHL","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3470887.10432921","3616436.13876387","3843304.76065084","4070087.61801528","4432601.27821781","7881811.21127916","9237557.15634866","23120296.3330758","23658445.1542308","23818965.8207317","18452182.37","19452182.37","22766242","23766242","","",
"Middle income","MIC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","249599899.3","302303083.3904","298043129.6715","446299400.1026","626142914.6617","1160140512.4945","1380105532.3173","2741320739.3451","3434653251.9702","3882344427.9493","5102734458.1054","5142144959.5792","4928057657.6183","5301524897.3119","4289236945.2969","3715521790.778","3563683542.9763","3704973417.3104","3956318284.4403","3801154628.7472","3868738218.2596","3354806454.32247","3574406934.28809","3695785683.44665","4017836400.74867","5960543371.46463","6329214442.72424","7041024386.35961","7682332031.00385","5462744451.76489","6713901823.07979","8289151239.99208","15577596124.9632","19116045579.543","26325309782.0521","30933745590.1704","39295337590.8615","50397848224.536","66128162427.5602","60769164769.8345","65231956679.1917","72694801894.0652","85207305157.4322","97397018241.2175","97289605817.8546","82545247662.4285","77815140038.7976","95014946609.4088","100592957864.314","102271417223.521","81181585256.7782",
"North Macedonia","MKD","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850000","380000","20661702","11999652","14208225","20520593","23265150","16067713","16158268","15545106","17848735","24875466","32975259","26302033","22611970","24692250","23859882","24438824","23991042","19890647","24250401","27449618","24903445","21972421","27313816",
"Mali","MLI","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","11548534.39","7825888.634","6186917.782","11965122.22","19509063.72","18932262.42","15272431.37","14454989.43","13121085.17","11671637.54","28713695.53","37827827.45","43921443.94","39886085.51","42067871.09","45396983.1826744","51221716.1253309","69174791.0138465","55727702.5370473","36635136.8407979","42231927.2307349","22679982.17469","21436793.8299568","32302640.3539109","29814886.9256177","26321101.8021368","23287998.9732515","30323325.2592831","57610085.8882629","63903029.9667571","69331201.3178642","57163062.4687967","82667944.9514459","104777689.447265","166904464.49431","175881367.811987","128945474.538093","110782358.121038","133904127.16722","147305718.765135","132857139.964435","160270860.908873","155032631.686383","206961471.633627","","",
"Malta","MLT","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","3193259.478","4193128.586","4609586.239","3372404.337","3898297.787","4939597.607","3078313.589","5708601.952","6695120.811","7526923.18","7499337.196","5095324.993","4393579.96","6073302.746","4689281.94","6106987","8393835.068","9369616.508","23529918.67","24796249.0953145","8380704.88874452","5129759.50332892","1852000.40458013","2915952.69118134","8721485.07700556","9272450.78804763","9008069.09784873","6890502.5702714","9880053.66964517","8403735.6311309","8422550.22755191","9392415.8776517","11531928.0362077","376040942.066906","192227232.529996","222752000.26288","258535693.760001","1320344847.97603","1863673779.12366","1611546408.52253","1107824808.09916","1050328347.06857","1107797475.77742","1112989947.39356","403791052.235496","450710172.115232","478780022.347289","514223667.774202","495365910.307352","487561291.392827",
"Myanmar","MMR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","75017.8397","418023.3479","","","","","","","","","","","","13781411.5192009","13974440.8500259","23043884.5485818","22610100.9049879","24271990.0291386","18816238.2960288","31369185.5536586","","","","","0","","419356298.146411","565941089.77878","382264665.651367","297721233.568434","96325534.8527011","151129018.573935","178868962.971662","",
"Middle East & North Africa (excluding high income)","MNA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","53300598.14","99174268.72","1053856391.86","1214555717.48","1146284696.66","1471001607.65","1919396723.17","1941263632.19","2443259281.18","1681610925.32","1263758153.94","865859404.602","766637154.599","731549594.861","657981575.014","697652298.080543","673224825.587221","837618924.018779","669275027.316658","734083816.14206","683095747.33321","636291922.851378","859738472.314562","631098878.783503","545223183.803934","833725495.833587","1058707569.28843","3664310490.25641","5237133791.35068","5704779917.52953","5652958600.20653","6164298012.08964","5094184241.05966","6731797885.61465","8574404920.7956","7959487933.46153","6462847735.56495","8719989655.01004","10030085110.8262","7830674319.21737","6814681802.77639","6772315843.80833","6855721264.97474","7677219470.22183","6303884606.71145","1177505882.60761",
"Montenegro","MNE","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27087488.4909396","27271060.0154159","25942628.6791012","32630767.4161289","43510270.6470205","52603848.2525787","64263246.5179368","72165183.9508168","53639764.5480968","59921997.9209871","70433308.389481","110740637.014586","123348024.087008","98201266.4724425",
"Mongolia","MNG","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000000","1886587.69309463","4596293.69565217","6393861.89258312","16460011.8018523","19014124.1399006","49094956.625159","40422531.016","76579020","90323100","172184896.746366","83443648.9182343","169098104.271127","312199055.155075","531374750.341317","441381964.048205","336940233.605387","227551598.295783","170934427.066398","183097762.13654","216788387.33297","233421699.204124","145842925.539107",
"Northern Mariana Islands","MNP","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","25299999.24","29399999.62","23600000.38","19899999.62","25700000.76","25000000","23000000","25000000","25299999.24","27500000","25399999.62","29600000.38","26600000.38","21299999.24","19399999.62","20600000.38","15699999.81","22899999.62","31100000.38","139800003.1","156199996.9","64189277.65","49908393.86","29506679.53","20255369.19","24484791.324","26098008.42","45250476.6075","56837736.4293","65747044.0916403","53681013.2111664","41487242.7024165","96201741.8627877","99836837.3132151","193870444.797225","190566935.106611","98477390.9082009","219143648.085331","209479738.37071","202255973.936507","211095590.992523",
"Mauritania","MRT","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","21529199.6","24965433.12","22330886.84","21164365.77","32227489.47","32582595.83","21678888.32","31505239.49","27129261.02","24105323.79","24220016.48","29243698.12","32228664.4","34041610.72","32498104.1","31224801.2008585","29373061.4735344","30392953.8906141","22830023.3846324","24907950.6372648","14433413.3905293","12235677.0675185","11550619.0183511","9619270.37507021","","","","","","","","","","","","","","239832472.019355","255109256.176973","188556446.704588","171581503.034405","","53064260.4523056","26581211.4499449","10091814.7753287","",
"Mauritius","MUS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","897998.5714","908085.3462","1622514.009","1109682.918","1561627.388","1342801.332","919747.4122","1110522.628","797082.1857","841833.5319","1113886.833","1785961.509","1116260.409","852472.0669","605511.4865","1597208.5","1413590.312","1473252.654","1336275.578","1092813.373","780028.2836","522385.18","791909.2178","476458.7879","","6343698.72640296","8120378.64139975","9114165.11956435","9332633.79971291","9247006.09311097","10072841.9766428","9947909.84909211","12740006.7464899","10257767.0994545","8458860.23576011","9445395.35553579","8187835.34215211","8310946.43768906","700782846.648113","599739064.395452","599031731.597971","581452822.992229","747332851.203287","797812996.858799","",
"Malawi","MWI","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","118519.2093","122417.3158","246276.4084","223389.0444","189482.0333","85123.5315","212257.1468","116340.1678","53732.4324","45274.6302","234255.9695","398619.4432","36645.0481241094","35672.0843644795","138762.637373565","136277.58532775","583764.145549571","804776.753510946","1175819.91664743","996705.52034383","1408954.59623968","821082.464162226","424876.619553363","623014.700450617","448161.690116908","6976454.73493309","7315991.82950393","7336575.79354839","7338187.33199193","10185949.3060393","10385587.0387722","13316725.8946176","14907784.6751909","17450252.1580884","17793232.8206099","16452845.5754208","18552017.8350549","20001245.9857126","7593224.62247674","9601317.266251","12400525.8502277","29157481.4228706","",
"Malaysia","MYS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","4569877.625","4595236.301","5901852.131","10563594.82","19429702.76","12337546.35","18834266.66","16926164.63","15414973.26","14647280.69","14507337.57","12887419.7","21305923.46","130971176.1","182145660.4","183842422.5","182263505.707288","153814452.982958","186858410.264127","210947925.387369","105553699.650822","1329258289.97916","1424913327.7092","2074156577.78975","2924032489.24988","483684210.526316","598947368.421053","633947368.421053","3826315789.47369","3463789473.68421","5064289473.68421","5679210083.08879","5596604811.25662","6388479680.05251","6785527867.84035","6528552507.83215","8628262709.43889","9421625636.37394","8958203380.43879","8981934821.52686","10192344889.7404","10482814888.6086","10105146887.5383","9393881493.64421","10915511979.3011","11377141684.0048","9066109660.36103",
"North America","NAC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","650000000","700000000","670000000","710000000","680000000","590000000","650000000","1060000000","1170000000","1220000000","1360000000","4720000000","5140000000","5450000000","5990000000","6330000000","8660000000","8806000000","9005000000","10220000000","13164152129.0417","15231810161.8857","17381319804.8581","19178452965.8626","21546566506.6803","23487427082.432","25174488395.3722","27140847001.2205","28921381390.0742","34960242982.1528","36093622259.4351","39993974003.2885","42079679764.0585","43185154647.1198","46967530518.9199","51012615579.7171","54432270324.2995","57783969469.2324","60729056999.0461","55429662290.1477","56056077023.2324","56627181321.5746","58217531640.915","60924284085.6154","63411360103.6852","66020130713.4063","68339579332.4712","70759149041.3617","74728319613.2104","80151176677.1806","74538041230.5547",
"Namibia","NAM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25856862.8745631","22308211.8483403","17286029.1425621","13342548.3282937","11152421.5915764","11165991.4228644","10769071.8304456","16558297.4684757","10491501.2056936","9132202.34487232","8662483.857411","7840079.55338585","8012240.6888528","14718444.7135492","17134910.9768934","18283122.4080999","19662580.342045","15549449.8808051","42431706.0797657","67788579.3211887","81636368.3627298","111952120.714476","103503168.551357","83084221.8964189","131231613.482635","71439738.9842573","49880620.5176772","68481234.3549047","57922969.9958448","95556581.8964555","104742907.8785",
"New Caledonia","NCL","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19251381.2579572","20741126.2420248","21164224.9587502","27668228.6157239","50185772.1208052","55565417.8984175","67950370.4992411","92403339.0568041","82719576.3353151","87380356.2245947","68282196.6126415","61223808.274811","47883853.154252","28730855.7382586","59857716.3259552","","","","",
"Niger","NER","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","17569248.2","20334753.04","20225946.43","21849588.39","34011966.71","45373851.78","53417377.47","47948074.34","48370960.24","43454410.55","40738594.06","48911220.55","72848884.58","65576049.8","68931083.68","56333957.67","66479400.9390297","65379469.3574812","64901897.0413364","61300472.790752","46539591.9778455","28640779.4919633","33392471.6004184","19975350.0050724","20961035.3474556","18520409.4140011","11906371.4763465","10338645.3421141","6398897.74398471","9061947.44592145","24911914.5511134","29323385.0712277","29292207.8680014","18036756.849228","22392374.6013935","25299099.2633187","72250231.5192411","111656559.039776","90688150.3815644","91514546.3109777","147282876.830131","101269765.473688","109142182.179832","169749529.425019","184458102.938419","178579848.554221","",
"Nigeria","NGA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","198541626","253434753.4","355955932.6","523061462.4","484047332.8","427641510","408608459.5","332669097.9","297614349.4","149898284.9","21663145.07","37029144.29","28785829.54","8853591.7551556","53510676.9892115","34802542.9356883","2310583.52763137","3500636.47935988","1463817.39249003","547300.15504257","1164844.85611633","1328093.31967022","9400236.738681","1052141.64907635","593358.431196269","903977.979981037","11562241.3614982","20855603.8062873","68030269.6896831","101560829.630397","54006296.4940061","58148760.5802655","47035790.5695872","47474692.664549","75506157.7661904","38702386.7301581","50482639.3650608","54615715.5825","1035451150","744771120.37037","275345845.078169","67676279.7856165","90600080.5251923","92101664.9051897",
"Nicaragua","NIC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","4599999.905","5099999.905","4000000","2000000","4199999.809","2000000","2599999.905","","","","","","","","","","","","","","","","","","","","","","","0","0","1200000","1200000","1200000","1300000","1500000","1300000","1300000","1600000","1600000","1600000","1600000","1600000","1600000",
